place_id,city,title,rating,reviews,description,tips,address,timings,ticket_price,avg_ticket_price
226,marsa,Elphinstone Reef,4.0,162.0,"Every diver enthusiast would know Elphinstone Reef as one of the most exciting places for diving in the world. This reef is replete with gentle, vibrant corals and fish species along with the terrifying ones such as hungry barracuda, dolphins and sharks.  Here, the divers can swim with some of the most dangerous yet fascinating of sea fishes. Although this place is more for expert divers, there is still something for amateur ones to learn and see. Elphinstone reef is deep, dangerous yet alluring with caves embedded in it. The most interesting part about this reef is that it is shaped like a cigar making divers spellbound to it.
If you want to dive at Elphinstone you must had an Advanced Open Water Diver certificate and you should have experience of at least 50 dives and also experience of deep diving, drift diving and rough sea conditions.  
Your guide should give you a comprehensive briefing and you should know what to do in the event of anything unexpected and also consider what to do if the current is stronger than anticipated.","If you want to dive at Elphinstone you must had an Advanced Open Water Diver certificate and you should have experience of at least 50 dives and also experience of deep diving, drift diving and rough sea conditions.  
Your guide should give you a comprehensive briefing and you should know what to do in the event of anything unexpected and also consider what to do if the current is stronger than anticipated.","Al Qusair - Marsa Allam Rd, Egypt, Marsa Alam",24-hrs,,200.0
227,marsa,Marsa Mubarak,,,"Marsa Mubarak is the largest bay that falls in the south of Port Ghalib in Marsa Alam. This place is famous for nestling various diving and snorkelling opportunities for which people get attracted to it. What makes this place more attractive is that it receives frequent visits by the green sea turtles and a dugong. Some of its famous diving sites are: North Garden, North Wall, Inner Pinnacles, Simply Seagrass and South Garden. Any visit to Marsa Alam remains incomplete without having visited Marsa Mubarak. You can also spot the elusive Dugong here.
Recommended to be visited during early hours to avoid rush.",Recommended to be visited during early hours to avoid rush.,"Marsa Alam, Egypt",24-hrs,,200.0
228,marsa,Sataya Reef,,,"Better known as Dolphin Reef to the international tourists, Sataya is situated at the south-eastern tip of the Fury Shoal diving area off Marsa Alam. It boasts of an interesting shape of a horseshoe and is famous for spotting friendly mammals. If you decide to dive here, you will be able to encounter whitetips, fusiliers, Spanish dancers and parrotfish, at different depths, from 4 to 40 metres. Adventurous tourists come here for snorkelling, diving and watching varied sea animals. Take a boat from Marsa Alam to reach here!
You should take sun cream, an underwater camera and binoculars for spotting any surfacing dolphins.  
Also carry - Swimwear, a towel and also your passport (or a photocopy) in case Egyptian police wish to check it on your return the Marsa Alam anchorage.","You should take sun cream, an underwater camera and binoculars for spotting any surfacing dolphins.  
Also carry - Swimwear, a towel and also your passport (or a photocopy) in case Egyptian police wish to check it on your return the Marsa Alam anchorage.","Marsa Alam, Egypt",24-hrs,,200.0
229,marsa,Port Ghalib,,,"Marsa Alam has recently experienced the surge in tourism owing to many factors such as the opening of an International Airport recently in 2003. Port Ghalib is a newly developed Marina area that houses plush hotels, happening restaurants and many bars to spend leisure time in Marsa Alam. Here the water sports enthusiasts can try on a range of activities such as diving, looking for dolphins, snorkelling, as well as the traditional camel rides and desert safaris. For snorkelers, there are coral reefs that offer mind blowing marine life experiences, including giant Green Turtles. This whole area has been set up in a Moorish style and looks stunning especially at night.
Entry is free.",Entry is free.,"Marsa Alam, Egypt",24-hrs,,200.0
230,marsa,Wadi Gemal,4.0,257.0,"Translated as the Valley of Camels, the Wadi Gemal is a huge area of land with coastal area that lies to the south of Marsa Alam.  Inside this gigantic park, there are varied ecological habitats that nestle variety of animal and bird types including several endangered species. It spans a stretch of mangrove rich coast line and an extensive mountainous area inland which surround one of Egypt's largest desert wadis. You can also stay here for overnight if you wish to have a close rendezvous with its varied landscape. Historically speaking, this area is said to have well known to the pharaohs who based their great wealth on the treasure mined in these mountains.
Recommended to be visited during day time.",Recommended to be visited during day time.,"Qesm Marsa Alam, Red Sea Governorate, Egypt",06:00 am - 06:00 pm,,200.0
231,marsa,Marsa Shoona Bay,,,"Marsa Shoona bay is one of the picturesque beaches that adorn Marsa Alam. Here, apart from spending some leisure time, you can also watch turtles passing by. People who love isolation like to visit this place as it remains solitary and aloof from the crowd. This bay area harbours a beautiful reef area full of colourful fishes such as pipefish, scorpions, coral gobies, crocodile fish, clownfish, lionfish and morays, Lounges, umbrellas and bathrooms are available on the beach.
If you are not a very strong swimmer it's probably best to use a life jacket when snorkelling to minimize any possible risk.",If you are not a very strong swimmer it's probably best to use a life jacket when snorkelling to minimize any possible risk.,"Marsa Alam, Egypt",24-hrs,,200.0
232,marsa,Gebel El Rosas,4.0,228.0,"Also called as the Oriental Bay after the Oriental Bay Hotel here, this area looks picturesque enough to catch your attention. This is a fringing reef that has a sandy offering safe water activities opportunities. This reef is located 18 km north of the city Marsa Alam and is known for its underwater fauna. While diving, you will come across a number of caves and caverns along with a great coral landscape and a lot of anemones. This place is safe to snorkel even during strong winds.
You should also, if possible, take sun cream, an underwater camera (if you haven't got one you might be able to buy a disposable one) and binoculars ( if you have any ) for spotting any surfacing dolphins.","You should also, if possible, take sun cream, an underwater camera (if you haven't got one you might be able to buy a disposable one) and binoculars ( if you have any ) for spotting any surfacing dolphins.","Halayeb We Shalateen Rd, Qesm Marsa Alam, Red Sea Governate, Egypt",24-hrs,,200.0
233,marsa,Iberotel Coraya Beach Resort Marsa Alam,4.0,93.0,"Located inside the famous Iberotel Coraya Beach Resort in Marsa Alam, the Aqua Coraya is a beautiful and fun filled water park that offers immense entertainment to people who visit it. Recently opened in 2009, this park offers wonderful, healthy fun for all age-groups, with slides up to 10 meters height. What makes it even more important to visit is that it is the only Aqua Park near to Marsa Alam in the coast line. Do visit this attraction for ultimate fun and relaxation.
Entry is free.",Entry is free.,"Al Qusair - Marsa Allam Rd, Qesm Al Qoseir, Red Sea Governate, Egypt, Marsa Alam",10:00 am - 06:00 pm,,200.0
234,marsa,Astronomy Center,,,"There is no other way to appreciate the beauty of any desert than to stargaze. At the astronomy centre in Marsa Alam, the astronomers help you to understand the mystery of the Universe. Equipped with special techniques such as Astro Laser, this attraction tells you the intricacies and concepts of universe in the best way possible. With the help of wide screens, you can see the images with full force.
Foreigners: 20 Euros",Foreigners: 20 Euros,"Km 23, Marsa Shagara, Marsa Alam, Egypt",07:00 am - 10:00 pm,200.0,200.0
235,marsa,Intercontinental The Palace Port Ghalib Resort,4.0,164.0,"Located at the famous area of Port Ghalib, the Six Senses Spa is a treat to the tired self. This spa is a popular destination for people who are looking for a unique and enriching wellness experience to balance the senses and thereby ensuring a positive impact on their well-being. This spa combines Asian and Arabic treatments to relax and rejuvenate your body as well as soul. There are couple’s rooms, two Thai treatment rooms, and one wet treatment room with classically designed stone beds. Do visit this spa after your visit to all the attractions in Marsa Alam.
As per your spa sessions.",As per your spa sessions.,"The Palace Port Ghalib, P.O. Box 23, Port Ghalib , Marsa Alam, Red Sea, Egypt",10:00 am - 10:00 pm,,200.0
236,marsa,Port Ghalib Marina,4.0,,No description,No tips,No address,No timings,,200.0
237,marsa,High Dam,3.0,,No description,No tips,No address,No timings,,200.0
238,marsa,Giza Necropolis,4.0,1.0,No description,No tips,No address,No timings,,200.0
239,marsa,The Three Corners Equinox Beach Resort,4.0,1.0,No description,No tips,No address,No timings,,200.0
240,marsa,The Three Corners Sea Beach Resort,,,No description,No tips,No address,No timings,,200.0
241,farafra,White Desert,4.0,70.0,"The White Desert is, like the name betrays, a desert in Egypt which has multitudes of rock formations that rise up to the skies from the white surface of the desert floor. One can have some great fun, imagining weird and interesting shapes in the rock formations of the desert. The sunlight also changes the color of the dunes and plays quite a few tricks on the untrained eyes. The best way to enjoy the desert is either to visit it during the daytime and witness all the rock formations or just camp it out like a champ under the Egyptian sky, accompanied by Bedouin food and music.
Remember to stay hydrated and carry water bottles with you.
Apply sunscreen and carry head shade with you for the trip.","Remember to stay hydrated and carry water bottles with you.
Apply sunscreen and carry head shade with you for the trip.","Al Wahat Al Bahriya - Al Farafra Rd, Al Farafrah, New Valley Governorate, Egypt",24-hrs,45.0,45.0
242,farafra,Valley Of Agabat,,,"The Valley of Agabat is a stunning, unearthly work of art, handcrafted by Mother Nature herself and unlike any other petty desert you might have seen earlier. In the valley a vast panorama of sand dunes, soft golden sand and a spectacular view await you as soon as you descend into it. You can find very fine sand on which you can surf, and the occasional seashell as the area used to be under the sea sometime in the ancient past.
Remember to stay hydrated and carry water bottles with you.
Apply sunscreen and carry head shade with you for the trip.","Remember to stay hydrated and carry water bottles with you.
Apply sunscreen and carry head shade with you for the trip.","Farafra, Egypt",24-hrs,,45.0
243,farafra,Badr's Museum,5.0,,"It is hard to imagine a place like Badr’s Museum in Farafra, but like an oasis in the desert, the museum too attracts visitors to itself, for the marvelous pieces of art that have been built here by him over the years. The artist believes in expressing his innermost desires and feelings through his art, and he is able to do it so spectacularly. You will feel moved to another dimension once you take a step inside the museum and can’t help but feel overawed by the humility and ingenuity of the artist who himself will sometimes act as your guide. Apart from the desert, the museum itself is also worth a stop.
Closing time may vary in off-season, so call ahead of scheduling visit.","Closing time may vary in off-season, so call ahead of scheduling visit.","Farafra, Egypt",08:30 am - 06:00 pm,,45.0
244,farafra,Supply Bureau - El Farafra,4.0,,No description,No tips,No address,No timings,,45.0
245,farafra,The Badawiya,4.0,,No description,No tips,No address,No timings,,45.0
246,farafra,Aquasun,4.0,,No description,No tips,No address,No timings,,45.0
247,farafra,El Badawiya Hotel Farafra,4.0,,No description,No tips,No address,No timings,,45.0
248,farafra,Civil Registry - El Farafra,3.0,,No description,No tips,No address,No timings,,45.0
249,farafra,Badawiya Expedition Travel,4.0,,No description,No tips,No address,No timings,,45.0
250,farafra,Labor Bureau - El Farafra,2.0,,No description,No tips,No address,No timings,,45.0
251,farafra,Ain Romani,,,No description,No tips,No address,No timings,,45.0
252,farafra,Professional Health & Safety Bureau - El Farafra,,,No description,No tips,No address,No timings,,45.0
253,farafra,El Farafra Police Station,,,No description,No tips,No address,No timings,,45.0
254,aswan,Abu Simbel Temples,4.0,967.0,"This is far, far removed from the rest of the attractions around Aswan and that lends a bit of a mystic touch to the place.
These temples are massive the biggest in Aswan. You might have seen a bit of them in the movie “The Mummy Returns” the temple with the four seated figures (they’re all Ramesses II). Built in the 13th century BC, the temples were erected by Ramesses II to impress the people south of Egypt  (this probably explains why its so far removed). A mere six centuries later, the temples had fallen into disuse and were well on their way to being submerged by sand. They were only rediscovered in the 19th century.","Please have read about the temple and all that you’ll see before hand.
If you stay overnight, you can see the sound and light show.
You can stay over night at Abu Simbel.
Carry water.
Do not swim in Lake Nasser. Crocs.","Abu Simbel Temples, Aswan, Egypt",06:00 am - 05:00 pm,90.0,90.0
255,aswan,Temple Of Isis At Philae,,,"Philae is actually the island that the temple USED to reside on. The construction of the Aswan Dam led to the island’s flooding, so the UNESCO had the whole complex relocated to the Agilkia Island nearby.
The temple here is dedicated to Isis, the goddess of motherhood, magic and fertility, and to her love for Osiris. Compared to most Egyptian god and goddesses, Philae was actually being worshipped quite recently upto to the 6th century A.D! And no wonder during the height of Roman power, she was the greatest of Egyptian gods, her influence reaching all the way to Britain. During the reign of Emperor Justinian, the temple was used as a church. Over the centuries, Early Christians (who carved crosses into the walls) and Muslims damaged much of the temple.","A visit here can be combined with a visit to the Highdam and the Unfinished Obelisk.
It’s best to take a guided tour the locals are incredibly well informed about the place and will narrate the legends of Osiris and Isis to you.
Wait for other passengers to show up so you all can share the ride.
The guards will photobomb you.
Tickets to the temple are located at the entrance to the pier before the boat ride. You will have to buy the temple ticket before you can haggle with boatsmen. Boats men will attempt to charge about LE 50 per person. Bargain hard and dribve the price down to LE 40 at least.","Island of Agilika, Aswan, Egypt",07:00 am - 04:00 pm,50.0,50.0
256,aswan,High Dam,4.0,512.0,"The area of the dam is pretty arid and beautiful. Located across the Nile river, the dam controls the flow of the river. The high dam, commonly known as the Aswan dam holds great importance as if it wasn't for the dam, the Nile river would be flooded throughout the year. A glimpse of the dam is bound to urge you to take a boat ride in Lake Nasser, which however wouldn't be a bad idea.
Do not swim in lake Nasser. 
Tary visiting the place during the day.","Do not swim in lake Nasser. 
Tary visiting the place during the day.","Aswan Governorate, Egypt",24-hrs,,27.5
257,aswan,Unfinished Obelisk And Fatimid Cemetery,,,"So it’s a big rock project that no one finished. Big deal. It really is a big deal; this could have been the largest ancient obelisk in the world if it had been finished. It would have stood 42 metres tall. The carvers were cutting it right out of the bedrock but abandoned their work when the stone cracked. It’s also famous because its half-finished status lends archaeologistssignificant clues into the workmanship of the ancients. Stairs leading down into the pit of the quarry will reveal some intriguing ancient pictographs.
Right across the road from the quarry, to the west of the Obelisk lies an immense cemetery. The graves belong to local rulers and landlords from around the 9th century. The state of the place is so deteriorated that it’s hard to make out who were buried. Still the mud brick, horned-corner domes are quite a sight. The cemetery has been fenced off, so you’ll have to walk around it to find the main entrance if you want to see anything.",LE 20 for students.,"Unfinished Obelisk, Aswan, Egypt",08:00 am - 05:00 pm,30.0,30.0
258,aswan,Nubian Museum,4.0,762.0,"The museum was brought about when UNESCO appealed to Egyptologists and archaeologists the world over to save Nubia’s relics from the rising waters of the dam-lake Lake Nasser. 60 expeditions rescued thousands of objects from hundreds of sites. The museum housing these relics opened 12 years later on a beautiful waterfall graded landscape.
7000 square metres of museum building and 43000 square metres of gardens and public spaces that’s the space dedicated to Nubian heritage here. The permanent indoor collections have about 1500 items. Cleverly arranged in a chronological manner, theyshowcase Numibian history from prehistory to modern times and cover pottery, statuary, sculptures, metalwork, jewellery, basketry, textiles and cooking implements. The outer grounds are landscaped with some nice garden paths to walk, Islamic buildings and relics to the North, an artificial prehistoric cave to the south (but with real prehistoric paintings), and open air theatre and a model Numibian dwelling that’s true to culture.",Handicap accessible,"Nubia Museum, el Fanadek Street (Opposite Basma Hotel), 81111, Aswan, Egypt",09:00 am - 01:00 pm,20.0,20.0
259,aswan,Elephantine Island,4.0,799.0,"This is the oldest inhabited area of the region, deicated once upin a time to the ram-headed god Khnum. The northern end of the island is taken up by the Moevenpick Resort. The rest of the island offers two Nubian Villages, Aswan Museum and some ruins.
All ticket prices given are for the Museum.
Bring small gifts to give to children and people you interact with – candy and stationery are perfect.
You cannot access the restaurants overland from the south end of the islands. You’ll have to have a boat take you there.","Nubian Village: Siou and Koti are the two villages on this island. The villagers are quite aware they are part of a tourist attraction and will go out of their way to make you feel hospitable. The shops here are pretty commonplace; you’ll find them even in the town, but the true sights here are the living traditions of the Nubian people. It’s colorful and unique and you should not be surprised to see baby crocs running about. They are kept as pets upto a certain age. If your boat pilot has a house on the island, he will typically invite you in for mead; accept. Tip them. They might even call you into a school to learn a bit of the local lingo.
Aswan Museum: Features Nubian artefacts saved during the construction of the Aswan Dam. Opened in 1912, the museum underwent extensions in the 1990’s, and now houses utensils, pottery, weapons and mummies. South of the museum you’ll fing the ruins of Abu, an ancient city on which excavations are still happening. Best thing to see at the runes is Nilometer, and ingenious ancient device to measure the river water levels during the flood season. It was a supremely important tool. The Nilometer here, at the border of Ancient Egypt was the place in the Empire where the annual flooding was first detected every year.","Elephantine Island, Aswan Egypt",24-hrs,25.0,25.0
260,aswan,Aswan Botanical Garden,,,"There was literally nothing to do on this island until the Ministry of Irrigation took one look at it and said “Hey, let’s build a Botanical Garden. Every place has one these days”. Even if that’s not exactly how the conversation might have gone down, this place is still a pretty neat achievement. The whole island is the botanical garden now, and really pretty for it, with beautiful pathways shaded by trees. Hundred of species of plants were brought in from the Far East, India and all over Africa. It’s completely populated with birds like hupupa, doves, crows, ravens, sparrow owls, Indian and white peacocks, ducks. A small zoo even has monkeys. At sunset, this place is sheer fairytale beauty.
Don’t come on Friday. Really noisy and really crowded.",Don’t come on Friday. Really noisy and really crowded.,"Kitchner's Island, Aswan, Egypt",08:00 am - 05:00 pm,15.0,15.0
261,aswan,Sound And Light Show - Philaetemple Of Kom Ombo,4.0,232.0,"The famous Sound and Light Show at the Philae temple narrates the story of the legends of Goddess Isis & God Osiris. The narration digs deeper divulging interesting historical facts of the temple back in the days when the Philae temple remained flooded for about half a year and the reestablishment of the temple in 1960.  During the restoration process, each stone of Philae temple was relocated.
The temple is open daily.",The temple is open daily.,"Aswan, Aswan Governorate, Egypt",06:00 pm - 09:00 pm,38.0,38.0
262,aswan,Monastery Of St. Simeon,4.0,292.0,"The monastery here was built on the ruins of an older one and dedicated to St. Simeon. For four centuries the monks here practiced converting Nubians to Christianity till Saladin destroyed the place. The complex has an upper and a lower level. It was once surrounded by a 10 metre high wall, a feature that allowed it to function as a fortress. There are cells here where monks and pilgrims slept; a basilica with faint frescoes. If you really want to know what the highlights are the best way to go about the is by first knowing what you’re going to want to see, then allowing the on-site ticket collector to take you around if he’s okay with it (make sure to tip him). Check out the upper terrace, the refectory, the cell with stone beds, the corridor in the keep, the scenes of Christ, the painting of the Virgin Mary and the painting of the 24 elders of the Revelation.
Carry water.
Wear a hat and sunscreen.
Take a guide book on the complex so you understand what you’re seeing.","Carry water.
Wear a hat and sunscreen.
Take a guide book on the complex so you understand what you’re seeing.","Aswan, Egypt",08:00 am - 04:00 pm,25.0,25.0
263,aswan,New Kalabsha,4.0,500.0,"Yet another site brought into being by the rising waters of Lake Nasser. The temples and relics here were all relocated from their previous premised that have now submerged.
These include:","The Kalabsha Temple: Erected by Augustus Caesar himself in dedication to Isis, Osiris and Mandulis. This had been a boon of sorts. Only three rooms are completely decorated, and the half finished work had provided rich information on ancient carving and building techniques. Also to see in the temple complex are a birthhouse, a chapel and a large rock stela.
Beit el-Wali: a rock cut temple dedicated to Ramesses II and the gods Amun and Anukis. It’s brightly coloured decorations look as fresh as ever though apportion of them have been taken to the British Museum. There are various scenes depicting the defeat of enemies by the Pharaoh.
Gerf Hussein: The free standing portion of the temple dedicated to Ramesses II is shown here. The rock cut portion is submerged.
Kiosk of Qertassi: A tiny and elegant Roman kiosk with columns made of brown sandstone. It may have been connected to a temple on the East Bank upto 1813 and may also have been a way station on a processional route.","New Kalabsha, Near Aswan, Aswan, Egypt",07:00 am - 04:00 pm,35.0,35.0
264,aswan,Tombs Of The Nobles And Kubbet Al-hawa,4.0,367.0,"This place just isn’t going to impress you until you know exactly WHO’s buried here. All I’ll say is that they were important… like, really important. Only six of the Old and Middle Kingdom tombs are open to the public, but they are pretty well preserved. The nobles buried here were rulers and dignitaries of Elephantine Island once upon a time. The important tombs are:
Look up these names and see the incredible story behind them if you want to know why this place is awesome.","Mekhu (Tomb No25) and Sabni (Tomb No 26) governors during the reign of Pharaoh Pepi II (2278–2184 BC). Lovely reliefs and scenes.
Sarenput II (Tomb No 31): Governor during under 12th-dynasty Pharaoh Amenemhat II (1922–1878 BC). Beautifully preserved.
Harkhuf (Tomb No 34): Governer while Pepi II was a kid. Relief tells of his incredible central Africa trading expedition.
Hekaib (Tomb No. 35): Overseer of foreign soldiers under Pepi II. Fighitng and hunting scenes.
Sarenput I (Tomb No 36): Nothing too special, but read his story and see scenes of his family.","Tombs of the Nobles, West Bank, Aswan, Egypt",08:00 am - 04:00 pm,25.0,25.0
265,aswan,Sehel Island,4.0,334.0,"Located about 4 kilometers south in the city of Aswan, the Sehel Island takes a place in the Nile to the north of the old Aswan dam. A visit to this island is an escape to peace. The scenic view and rock inscriptions dedicated to the goddess Anukis and her consort Khnum are sure to catch you by surprise.  The island will give you a nostalgic feeling, reminding you of the time when technology was only a word.
The island can be easily accessed by a local ferry boat.",The island can be easily accessed by a local ferry boat.,"Gharb Seheil | River Nile, Aswan, Egypt",24-hrs,,27.5
266,aswan,Ferial Gardens,,,"Corniche El Nil is a pleasant road on the east bank and it’s very southern end leads you to a pretty little garden. Though nothing stands out as such, it’s a nice place to stroll about in. Visit during the evening twilight to see couples walking about; yep, at least once place in this town provides some people watching. The garden was brought about to celebrate the birth if Princess Ferial in 1938. As such, it’s a befittingly romantic place.
Entry is free.",Entry is free.,"Ferial Garden, Kornish el-Nil, Aswan, Egypt",24-hrs,,27.5
267,aswan,Aswan International Airport,,,"Aswan International Airport (IATA: ASW, ICAO: HESN) is an airport located in Aswan, Egypt. It is the second largest airport in Upper Egypt after Luxor International Airport. The airport is located about 8 km (5 mi) from the city center.The airport was opened in the 1950s and was initially used as a military airbase. In the 1970s, the airport was upgraded to an international airport and began to serve commercial flights. The airport has one runway and one terminal building.The airport serves as a hub for domestic flights to Cairo, Hurghada, Luxor, and Sharm El Sheikh. It also serves international flights to Saudi Arabia, Kuwait, and the United Arab Emirates.The airport is of historical significance as it was the site of the first international air show in Egypt in the 1950s. The air show was attended by the then-President of Egypt, Gamal Abdel Nasser. The airport also served as a base for the Egyptian Air Force during the 1973 Yom Kippur War.Aswan International Airport is located in Aswan, Egypt and is the main airport serving the city. The airport was first opened in the 1950s and was initially used as a military airbase. In the 1960s, the airport was expanded to accommodate commercial flights and was officially opened as Aswan International Airport in 1965.The airport has played an important role in the history of Egypt, as it was used as a base for the Egyptian Air Force during the Six-Day War in 1967. It was also used as a staging point for the evacuation of foreign nationals during the 1973 Yom Kippur War.Today, Aswan International Airport is an important hub for domestic and international flights, connecting the city of Aswan to other major cities in Egypt and the Middle East. The airport is also a popular destination for tourists, as it is located close to many of the city's attractions, including the Aswan High Dam and the Temple of Isis.
Facilities, Amenities and Services:Facilities: Dutyfree shopping
 Currency exchange
 ATMs
 Free WiFi
 Restaurants and cafes
 VIP lounge
 Car rental services
 Baggage wrapping services
 Lost and found services
 Prayer rooms
 Disabled access
 Baby care rooms
 Medical services
 Post office
 Luggage storage
 Shops and boutiques
 Tourist information deskAmenities: Comfortable seating areas
 Charging stations
 Shower facilities
 Smoking areas
 Play areas for children
 Free newspapers and magazines
 TV screens
 Art exhibitions
 Live music
 Business centersServices: Flight information
 Flight booking
 Airport transfers
 Airport parking
 Airport shuttle
 Airport taxi
 Airport limousine
 Airport car hire
 Airport bus services
 Airport lounge access
 Airport security services
 Airport VIP services
Things To Do:Duty free shopping is available at Aswan International Airport in the form of a duty free shop located in the Departures Hall. The shop offers a wide range of products including perfumes, cosmetics, liquor, tobacco, confectionery, and souvenirs. The shop is open from 8:00am to 8:00pm daily.
Facilities: Dutyfree shopping
 Currency exchange
 ATMs
 Free WiFi
 Restaurants and cafes
 VIP lounge
 Car rental services
 Baggage wrapping services
 Lost and found services
 Prayer rooms
 Disabled access
 Baby care rooms
 Medical services
 Post office
 Luggage storage
 Shops and boutiques
 Tourist information deskAmenities: Comfortable seating areas
 Charging stations
 Shower facilities
 Smoking areas
 Play areas for children
 Free newspapers and magazines
 TV screens
 Art exhibitions
 Live music
 Business centersServices: Flight information
 Flight booking
 Airport transfers
 Airport parking
 Airport shuttle
 Airport taxi
 Airport limousine
 Airport car hire
 Airport bus services
 Airport lounge access
 Airport security services
 Airport VIP services","Aswan International Airport Address: Address: Aswan International Airport, Aswan, Egypt 
Try the best online travel planner to plan your travel itinerary!","Address: Aswan International Airport, Aswan, Egypt",No timings,,27.5
268,aswan,Aswan Sculpture Park,,,"Every spring, sculptures from around the world come down to Egypt for the International Sculpture Symposium and set about crafting incredible art at the Basma Hotel. From there, their creations are brought to ths park for the world to see and appreciate. The exhibition is set in an ancient grantire quarry over looking a lake. The pieces themselves range from the amusing to the bizarre. From the park itself, two steep staircases lead down to the road, though those with mobility problems are discouraged from attempting this; it would be better to go back the way they arrived. Still, going down the stairs offers great views of the landscape.
Ticket Price: Free.
Timings: Tips:a.k.a Symposium Museum. Very few locals know it as Sculpture Park, so ask for the Sculpture Museum or the Symposium Museum.
Tip: the site hasn’t officially opened yet, so it’s still free to visit. A car to here from the town ought to only cost you LE4.
Carry water.
Wear a hat and sunscreen.","Ticket Price: Free.
Timings: Tips:a.k.a Symposium Museum. Very few locals know it as Sculpture Park, so ask for the Sculpture Museum or the Symposium Museum.
Tip: the site hasn’t officially opened yet, so it’s still free to visit. A car to here from the town ought to only cost you LE4.
Carry water.
Wear a hat and sunscreen.","Aswan Sculpture Park, Aswan, Egypt.",24-hrs,,27.5
269,aswan,Aswan,,,"The enchanting city of Aswan marks the southern frontier of Egypt. The main attraction of Aswan is the limpid Nile River that flows gently from Lake Nasser around the colossal black granite boulders and islands studded with palm groves. The Nubian Villages against the backdrop of the west bank’s Desert escarpment look straight out of a historical landscape. Check out the Nubian Museum exhibiting Nubian treasures, the Unfinished Obelisk carved out of Bedrock, Fatimid Cemetery, Kornish Al Nile or the Ferial Garden, St Michael Cathedral on the east bank. The Tomb Of the Nobles, St Simeon Monastery, Kubbet el-Hawa are the famous spots on the West Bank. Elephantine and Seheyl Islands are the most picturesque ones. Don’t forget to visit The High Dam, Aswan Museum, Aswan Botanical Garden, Philae Temple, International Sculpture Park and so on.
More about Aswan",Train to stop –Aswan,"Aswan, Aswan Governorate, Egypt",No timings,,27.5
270,aswan,Nubian Village,4.0,29.0,"The Nubian Villages against the backdrop of the west bank of the Nile River Desert escarpment look straight out of a historical landscape. Your journey will start from taking a motor boat ride to Elephantine Island while passing the First Cataract of Aswan. The best part of a Nubian Village tour is the vibrancy of the houses. The bright and colourful houses are complimented by the jovial people who will cordially invite you inside their houses and offer you hibiscus tea. The colourful Nubian Markets are also worth exploring for the traditional clothes, powders, carpets, thread works, handicrafts and so on. If you love to know more about the mythology and beliefs of the Nubian people, find a crocodile whisperer. The cult is enchanting, and you can even hold the baby crocodile!
More about Aswan",On foot,"Unnamed Road, Aswan Governorate, Egypt",No timings,,27.5
271,aswan,Kalabsha Temple,,,"The Temple of Kalabsha or the Temple of Mandulis is an ancient and majestic structure in New Kalbsha. This Roman Period Temple dedicated to the sun god Mandulis was cut into 13 thousand blocks and was relocated to the temple of Egyptian Nubia. Located on the west bank of the Nile River, this old unfinished temple is 76m long and 22m wide. You will love to see the fine relics of the temple such as the carving of Horus emerging from reeds on the inner curtain wall. From the sanctuary chambers, a staircase leads up to the roof of the temple. Climbing here, you will see the temple itself and the sacred lake. The several inscriptions on the wall of the temple are also authentic.
More about Aswan",Rented Car/Taxi,"Kalabsha Temple, Aswan Governorate, Egypt",No timings,,27.5
272,aswan,The Local Unit - Aswan,3.0,197.0,No description,No tips,No address,No timings,,27.5
273,aswan,Pyramisa Isis Corniche Aswan Resort,,,No description,No tips,No address,No timings,,27.5
274,aswan,Passport Office - Aswan,4.0,,No description,No tips,No address,No timings,,27.5
275,aswan,Unfinished Obelisk,4.0,,No description,No tips,No address,No timings,,27.5
276,aswan,Lake Nasser,4.0,6.0,No description,No tips,No address,No timings,,27.5
277,aswan,Temple Of Isis,4.0,1.0,No description,No tips,No address,No timings,,27.5
278,aswan,Elephantine Island Resort,,,No description,No tips,No address,No timings,,27.5
279,aswan,Hapi 2 M/s,,,No description,No tips,No address,No timings,,27.5
280,aswan,Aswan Old Souks,,,No description,No tips,No address,No timings,,27.5
281,aswan,Makani,,,No description,No tips,No address,No timings,,27.5
282,aswan,Nilometer,,,No description,No tips,No address,No timings,,27.5
283,aswan,The Fatimid Cemetery,,,No description,No tips,No address,No timings,,27.5
284,aswan,Elephantine Island Pyramid,,,No description,No tips,No address,No timings,,27.5
285,aswan,Temple Of Seti I,,,No description,No tips,No address,No timings,,27.5
286,aswan,Nubian House,,,No description,No tips,No address,No timings,,27.5
287,aswan,Monastery Of St. Hedra In Aswan,,,No description,No tips,No address,No timings,,27.5
288,aswan,Aga Khan Mausoleum,,,No description,No tips,No address,No timings,,27.5
289,aswan,Mango Guesthouse,,,No description,No tips,No address,No timings,,27.5
290,aswan,Feryal Garden حديقة فريال,,,No description,No tips,No address,No timings,,27.5
291,aswan,Monastery Of Saint Simon,,,No description,No tips,No address,No timings,,27.5
